大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,所属院系英文名称,所属院系网址,response_1,response_2,response_3,response_1_valid,response_2_valid,response_3_valid,valid_response_count,selected_response,consistency_type,consistency_detail
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,School of Business,https://www.stevens.edu/school-of-business,"School of Business, https://www.stevens.edu/school-of-business","School of Business, https://www.stevens.edu",,True,True,False,2,"School of Business, https://www.stevens.edu/school-of-business",all_valid_different,"All valid responses are different, randomly selected"
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,School of Business,https://www.stevens.edu/school-of-business,"School of Business, https://www.stevens.edu/school-of-business","School of Business, https://www.stevens.edu/school-business","School of Business, https://www.stevens.edu/school-of-business",True,True,True,3,"School of Business, https://www.stevens.edu/school-of-business",majority_valid_same,2 valid responses are identical
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,Charles V. Schaefer,https://www.stevens.edu/schaefer-school-engineering-science,,,"Charles V. Schaefer, Jr. School of Engineering and Science, https://www.stevens.edu/schaefer-school-engineering-science",False,False,True,1,"Charles V. Schaefer, Jr. School of Engineering and Science, https://www.stevens.edu/schaefer-school-engineering-science",single_valid_response,Only one valid response
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,Charles V. Schaefer,https://www.stevens.edu/schaefer-engineering,,"Charles V. Schaefer, Jr. School of Engineering and Science, https://www.stevens.edu/schaefer-engineering","The browsed page clearly states: ""School Charles V. Schaefer, Jr. School of Engineering and Science"". It also has a link ""Graduate Studies at the Schaefer School"". I will look for the homepage URL for this school.

I will try to find the homepage URL for ""Charles V. Schaefer, Jr. School of Engineering and Science"" within the `stevens.edu` domain. I will search for ""Charles V. Schaefer, Jr. School of Engineering and Science site:stevens.edu"" to find the homepage.
",False,True,False,1,"Charles V. Schaefer, Jr. School of Engineering and Science, https://www.stevens.edu/schaefer-engineering",single_valid_response,Only one valid response
University of Delaware,MS,Data Science,文理学院,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/data-scientist/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,College of Arts and Sciences,https://www.cas.udel.edu/,"Graduate College, https://www.udel.edu/academics/colleges/grad/",,"College of Arts and Sciences, https://www.cas.udel.edu/",True,False,True,2,"College of Arts and Sciences, https://www.cas.udel.edu/",all_valid_different,"All valid responses are different, randomly selected"
University of Delaware,MS,INTERDISCIPLINARY EVALUATION SCIENCE,跨学科项目,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary-evaluation-science/,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary/interdisciplinary-evaluation-science/,Graduate College,https://www.udel.edu/academics/colleges/grad/,"Graduate College, https://www.udel.edu/academics/colleges/grad/","Graduate College, https://www.udel.edu/academics/colleges/grad/","Graduate College, https://www.udel.edu/academics/colleges/grad/",True,True,True,3,"Graduate College, https://www.udel.edu/academics/colleges/grad/",all_valid_same,All 3 valid responses are identical
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,,,,Not found,Not found,False,False,False,0,,no_valid_response,No valid responses found
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,,,,Not found,Not found,False,False,False,0,,no_valid_response,No valid responses found
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,Data Science Program,https://www.wpi.edu/academics/study/data-science,Not found,"The first URL was not accessible. The second URL, `https://www.wpi.edu/academics/study/data-science-phd`, provides a lot of information.

Scanning the content of the second URL, I see:
*   ""WPI's PhD in data science is interdisciplinary, drawing from Computer Science, Mathematical Sciences, and the Business School.""
*   Under ""Faculty Profiles"", it lists faculty from ""Computer Science"", ""Mathematical Sciences"", and ""The Business School"".
*   Under ""Affiliations"", it lists ""Computer Science"", ""Mathematical Sciences"", ""The Business School"", and ""Data Science Program"".

It seems the Data Science PhD is an interdisciplinary program, not housed in a single traditional ""school"" or ""college"" but drawing from multiple departments. The ""Data Science Program"" itself is listed as an affiliation.

Given the instructions, ""Capture *one* clear school/college name"" and ""If no reliable *.edu* source identifies the school, output **Not found**"", and the interdisciplinary nature, it's not directly housed under a single ""School of X"" or ""College of Y"". However, ""Data Science Program"" is listed. I need to determine if ""Data Science Program"" can be considered a ""school / college / faculty"" in the context of the requested output. Usually, a program is housed *within* a school or college.

Since it explicitly states ""Data Science Program"" as an affiliation and mentions ""Elke Rundensteiner, Professor, Computer Science, Program Head, Data Science"", it implies a distinct program, but not necessarily a ""school"" or ""college"" in the traditional sense. The output format requires a ""School / College Name"".

Let me check the WPI website for a list of their schools or colleges to confirm if Data Science is listed as one. I will do a search for ""Worcester Polytechnic Institute schools colleges site:.edu"".","Data Science Program, https://www.wpi.edu/academics/study/data-science",False,False,True,1,"Data Science Program, https://www.wpi.edu/academics/study/data-science",single_valid_response,Only one valid response
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,Data Science Program,https://www.wpi.edu/academics/departments/data-science,"Data Science Program, https://www.wpi.edu/academics/departments/data-science",The,"Data Science Program, https://www.wpi.edu/academics/departments/data-science",True,False,True,2,"Data Science Program, https://www.wpi.edu/academics/departments/data-science",all_valid_same,All 2 valid responses are identical
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,School of Computing,https://www.clemson.edu/cecas/departments/computing/,"School of Computing, https://www.clemson.edu/cecas/departments/computing/","School of Computing, https://www.clemson.edu/cecas/departments/computing/","School of Computing, https://www.clemson.edu/cecas/departments/computing/",True,True,True,3,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",all_valid_same,All 3 valid responses are identical
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,School of Computing,https://www.clemson.edu/cecas/departments/computing/,"The first URL (Admissions URL) mentions ""College of Engineering, Computing and Applied Sciences"" and then directly under ""About This Program / Applied Computing"" it has ""Program PageCollege Home"" which links to the second URL.

The second URL (Program URL) clearly states ""Graduate Studies | School of Computing"" in its title and content, and its URL path is `https://www.clemson.edu/cecas/departments/computing/`. This indicates that the ""School of Computing"" is housed within the ""College of Engineering, Computing and Applied Sciences"" (CECAS).

The most specific and direct housing for the program seems to be the ""School of Computing"", which is part of the ""College of Engineering, Computing and Applied Sciences"". The homepage for the School of Computing is `https://www.clemson.edu/cecas/departments/computing/`.

Therefore, the school is ""School of Computing"" and its homepage is `https://www.clemson.edu/cecas/departments/computing/`.

School of Computing, https://www.clemson.edu/cecas/departments/computing/","School of Computing, https://www.clemson.edu/cecas/departments/computing/","School of Computing, https://www.clemson.edu/cecas/departments/computing/",False,True,True,2,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",all_valid_same,All 2 valid responses are identical
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,School of Computing,https://www.clemson.edu/cecas/departments/computing/,"School of Computing, https://www.clemson.edu/cecas/departments/computing/","School of Computing, https://www.clemson.edu/cecas/departments/computing/","College of Engineering, Computing and Applied Sciences, https://www.clemson.edu/cecas/",True,True,True,3,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",majority_valid_same,2 valid responses are identical
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,School of Computing,https://www.clemson.edu/cecas/departments/computing/,"School of Computing, https://www.clemson.edu/cecas/departments/computing/","School of Computing, https://www.clemson.edu/cecas/departments/computing/","School of Computing, https://www.clemson.edu/cecas/departments/computing/",True,True,True,3,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",all_valid_same,All 3 valid responses are identical
Clemson University,MS,Data Science and Analytics,理学院,https://www.clemson.edu/degrees/data-science-analytics/grad,https://www.clemson.edu/graduate/academics/ms-dsa/index.html,Graduate School,https://www.clemson.edu/graduate/,"Graduate School, https://www.clemson.edu/graduate/","Graduate School, https://www.clemson.edu/graduate/","Graduate School, https://www.clemson.edu/graduate/",True,True,True,3,"Graduate School, https://www.clemson.edu/graduate/",all_valid_same,All 3 valid responses are identical
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,Klingler College of Arts and Sciences,https://www.marquette.edu/computer-science/,"Klingler College of Arts and Sciences, https://www.marquette.edu/computer-science/","Helen Way Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/","Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",True,True,True,3,"Klingler College of Arts and Sciences, https://www.marquette.edu/computer-science/",all_valid_different,"All valid responses are different, randomly selected"
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,"Graduate School, https://www.marquette.edu/grad/","Helen Way Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/","Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",True,True,True,3,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",all_valid_different,"All valid responses are different, randomly selected"
Marquette University,MS, Master of Science in Data Science,文理学院,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,Helen Way Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,"Helen Way Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/","Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",,True,True,False,2,"Helen Way Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",all_valid_different,"All valid responses are different, randomly selected"
Marquette University,MS, Master of Science in Data Science,文理学院,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/","Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/","Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",True,True,True,3,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",all_valid_same,All 3 valid responses are identical
Marquette University,MS,APPLIED PSYCHOLOGY DATA ANALYTICS,文理学院,https://www.marquette.edu/grad/programs-graduate-applied-psychology-data-analytics.php,https://www.marquette.edu/psychology/graduate-program-overview.php,Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/","Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/","Graduate School, https://www.marquette.edu/grad/",True,True,True,3,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",majority_valid_same,2 valid responses are identical
New Jersey Institute of Technology,M.S.,Masters of Science in Data Science - Statistics Track,科学与人文学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://math.njit.edu/ms-data-science-statistics-track,Jordan Hu College of Science and Liberal Arts,https://csla.njit.edu,"Ying Wu College of Computing, https://computing.njit.edu","Jordan Hu College of Science and Liberal Arts, https://csla.njit.edu",,True,True,False,2,"Jordan Hu College of Science and Liberal Arts, https://csla.njit.edu",all_valid_different,"All valid responses are different, randomly selected"
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Newark）,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/ms-data-science,Ying Wu College of Computing,https://computing.njit.edu/,"Ying Wu College of Computing, https://computing.njit.edu/","The Program URL (https://ds.njit.edu/ms-data-science) clearly states ""M.S. in Data Science | Department of Data Science"" and has a navigation item ""Department of Data Science"". This indicates that the program is housed within the ""Department of Data Science"".

Now I need to find the homepage URL for the ""Department of Data Science"". The current URL is `https://ds.njit.edu/ms-data-science`, and the base URL for the Department of Data Science appears to be `https://ds.njit.edu/`. I will browse this base URL to confirm it is the official homepage.","Department of Data Science, https://ds.njit.edu",True,False,True,2,"Ying Wu College of Computing, https://computing.njit.edu/",all_valid_different,"All valid responses are different, randomly selected"
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Jersey City）,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://jerseycity.njit.edu/ms-data-science,Ying Wu College of Computing,https://computing.njit.edu,,,"Ying Wu College of Computing, https://computing.njit.edu",False,False,True,1,"Ying Wu College of Computing, https://computing.njit.edu",single_valid_response,Only one valid response
New Jersey Institute of Technology,PhD,Data Science - M.S.,计算机学院,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/phd-data-science,Ying Wu College of Computing,https://computing.njit.edu,,,"Ying Wu College of Computing, https://computing.njit.edu",False,False,True,1,"Ying Wu College of Computing, https://computing.njit.edu",single_valid_response,Only one valid response
New Jersey Institute of Technology,PhD,Business Data Science - Ph.D.,管理学院,https://management.njit.edu/admission-requirements,https://management.njit.edu/phd-program,Martin Tuchman School of Management,https://management.njit.edu,"Martin Tuchman School of Management, https://management.njit.edu","Martin Tuchman School of Management, https://management.njit.edu","Martin Tuchman School of Management, https://management.njit.edu",True,True,True,3,"Martin Tuchman School of Management, https://management.njit.edu",all_valid_same,All 3 valid responses are identical
Fordham University,M.A.,Master of Science in Data Science and Quantitative Economics,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/,Graduate School of Arts and Sciences,https://www.fordham.edu/gsas,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas","Graduate School of Arts and Sciences, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHqL-kjeONwrGY88PXYWm0IA1iBkX4RxNeELoqJfVFSXsMaF4wzx3rozLU1wSe_fH6d0HAbv6hKTKVyFajG14INTudsByzdrH9P2R1JmuVWzRBRyNS0V-RX-Iy0JPo=","Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",True,False,True,2,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",all_valid_same,All 2 valid responses are identical
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,Graduate School of Arts and Sciences,https://www.fordham.edu/gsas,,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas","Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",False,True,True,2,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",all_valid_same,All 2 valid responses are identical
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,Graduate School of Arts and Sciences,https://www.fordham.edu/gsas,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",True,False,True,2,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",all_valid_same,All 2 valid responses are identical
Fordham University,MS,Master of Science in Data Science,文理研究生院,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,Graduate School of Arts and Sciences,https://www.fordham.edu/academics/graduate-schools/graduate-school-of-arts-and-sciences/,"Graduate School of Arts and Sciences, https://www.fordham.edu/info/20700/graduate_school_of_arts_and_sciences","Graduate School of Arts and Sciences, https://www.fordham.edu/academics/graduate-schools/graduate-school-of-arts-and-sciences/","Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",True,True,True,3,"Graduate School of Arts and Sciences, https://www.fordham.edu/academics/graduate-schools/graduate-school-of-arts-and-sciences/",all_valid_different,"All valid responses are different, randomly selected"
University of South Florida,PhD,Big Data Analytics,商学院,https://www.usf.edu/business/graduate/phd-data-analytics/application-process.aspx,https://www.usf.edu/business/graduate/phd-data-analytics/index.aspx,Muma College of Business,https://www.usf.edu/business/,"Muma College of Business, https://business.usf.edu","Muma College of Business, https://www.usf.edu/business/","Muma College of Business, https://www.usf.edu/business/",True,True,True,3,"Muma College of Business, https://www.usf.edu/business/",majority_valid_same,2 valid responses are identical
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,College of Engineering,https://www.usf.edu/engineering/,"College of Engineering, https://www.usf.edu/engineering/","College of Engineering, https://www.usf.edu/engineering/","College of Engineering, https://www.usf.edu/engineering/",True,True,True,3,"College of Engineering, https://www.usf.edu/engineering/",all_valid_same,All 3 valid responses are identical
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,College of Engineering,https://www.usf.edu/engineering/,"College of Engineering, https://www.usf.edu/engineering/","College of Engineering, https://www.usf.edu/engineering/","College of Engineering, https://www.usf.edu/engineering/",True,True,True,3,"College of Engineering, https://www.usf.edu/engineering/",all_valid_same,All 3 valid responses are identical
Southern Methodist University,PHD,Ph.D. in Data Science,人文与科学学院,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,Dedman College of Humanities and Sciences,https://www.smu.edu/dedman,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman","Dedman College of Humanities and Sciences, https://www.smu.edu/dedman","Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",True,True,True,3,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",all_valid_same,All 3 valid responses are identical
Southern Methodist University,MS,Data Science & Applied Statistics MS,人文与科学学院,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,Dedman College of Humanities and Sciences,https://www.smu.edu/dedman,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman","Dedman College of Humanities and Sciences, https://www.smu.edu/dedman/","Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",True,True,True,3,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",majority_valid_same,2 valid responses are identical
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,Lyle School of Engineering,https://www.smu.edu/lyle,"Lyle School of Engineering, https://www.smu.edu/lyle","Lyle School of Engineering, https://www.smu.edu/lyle","Lyle School of Engineering, https://www.smu.edu/lyle",True,True,True,3,"Lyle School of Engineering, https://www.smu.edu/lyle",all_valid_same,All 3 valid responses are identical
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,Lyle School of Engineering,https://www.smu.edu/lyle,"Lyle School of Engineering, https://www.smu.edu/lyle/","Lyle School of Engineering, https://www.smu.edu/lyle","The browsed pages confirm that the ""MS in OR and Analytics"" program is housed within the ""SMU Lyle School of Engineering"". The title of both pages explicitly states ""SMU Lyle School of Engineering"". The URL structure `https://www.smu.edu/lyle/` also indicates this. The homepage URL for the Lyle School of Engineering is `https://www.smu.edu/lyle/`.

Therefore, the school is ""Lyle School of Engineering"" and its homepage is `https://www.smu.edu/lyle/`.
Lyle School of Engineering, https://www.smu.edu/lyle/",True,True,False,2,"Lyle School of Engineering, https://www.smu.edu/lyle",all_valid_different,"All valid responses are different, randomly selected"
Southern Methodist University,MS,M.S. Data Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,Lyle School of Engineering,https://www.smu.edu/lyle,"Lyle School of Engineering, https://www.smu.edu/lyle","Lyle School of Engineering, https://www.smu.edu/lyle","Lyle School of Engineering, https://www.smu.edu/lyle",True,True,True,3,"Lyle School of Engineering, https://www.smu.edu/lyle",all_valid_same,All 3 valid responses are identical
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,Lyle School of Engineering,https://www.smu.edu/lyle,"Lyle School of Engineering, https://www.smu.edu/lyle","Lyle School of Engineering, https://www.smu.edu/lyle","Lyle School of Engineering, https://www.smu.edu/lyle",True,True,True,3,"Lyle School of Engineering, https://www.smu.edu/lyle",all_valid_same,All 3 valid responses are identical
Southern Methodist University,MS,M.S. Data Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,Lyle School of Engineering,https://www.smu.edu/lyle,"The browsed pages confirm that the program is housed within the ""Lyle School of Engineering"" at Southern Methodist University. Both pages have ""SMU Lyle School of Engineering"" in their titles and content. The consistent URL structure `/lyle/` also supports this. The footer of both pages clearly states ""Lyle School of Engineering"" and provides the address and contact information, acting as a clear indicator of its homepage.

The homepage URL for the Lyle School of Engineering appears to be `https://www.smu.edu/lyle/`.
Lyle School of Engineering, https://www.smu.edu/lyle/","Lyle School of Engineering, https://www.smu.edu/lyle","Lyle School of Engineering, https://www.smu.edu/lyle",False,True,True,2,"Lyle School of Engineering, https://www.smu.edu/lyle",all_valid_same,All 2 valid responses are identical
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,Lyle School of Engineering,https://www.smu.edu/lyle,"Lyle School of Engineering, https://www.smu.edu/lyle/","Lyle School of Engineering, https://www.smu.edu/lyle","Lyle School of Engineering, https://www.smu.edu/lyle",True,True,True,3,"Lyle School of Engineering, https://www.smu.edu/lyle",majority_valid_same,2 valid responses are identical
Temple University,MS,Statistics and Data Science,商学院,https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management/fox-grad-specialized-master-s-admissions?p=18571,https://www.temple.edu/academics/degree-programs/statistics-and-data-science-ms-bu-sdsc-ms,Fox School of Business,https://www.fox.temple.edu,"Fox School of Business, https://www.fox.temple.edu","Fox School of Business, https://www.fox.temple.edu","Fox School of Business and Management, https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management",True,True,True,3,"Fox School of Business, https://www.fox.temple.edu",majority_valid_same,2 valid responses are identical
Temple University,MS,Computational Data Science MS,科学技术学院,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms/cst-grad-computational-data-science-admissions,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms,College of Science and Technology,https://www.temple.edu/academics/schools-colleges/science-technology,,"College of Science and Technology, https://www.temple.edu/academics/schools-colleges/science-technology","College of Science and Technology, https://cst.temple.edu",False,True,True,2,"College of Science and Technology, https://www.temple.edu/academics/schools-colleges/science-technology",all_valid_different,"All valid responses are different, randomly selected"
University of Iowa,Ph.D,Statistics—data science,文理学院,https://grad.admissions.uiowa.edu/academics/statistics-ms-or-phd,https://stat.uiowa.edu/graduate/phd-statistics,College of Liberal Arts and Sciences,https://clas.uiowa.edu/,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/","College of Liberal Arts and Sciences, https://clas.uiowa.edu/","College of Liberal Arts and Sciences, https://clas.uiowa.edu/",True,True,True,3,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",all_valid_same,All 3 valid responses are identical
University of Iowa,MS,data science,文理学院,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,College of Liberal Arts and Sciences,https://clas.uiowa.edu/,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/","College of Liberal Arts and Sciences, https://clas.uiowa.edu/","College of Liberal Arts and Sciences, https://clas.uiowa.edu",True,True,True,3,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",majority_valid_same,2 valid responses are identical
University of Iowa,MS,data science,文理学院,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,College of Liberal Arts and Sciences,https://clas.uiowa.edu,,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/","College of Liberal Arts and Sciences, https://clas.uiowa.edu",False,True,True,2,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",all_valid_different,"All valid responses are different, randomly selected"
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,Samuel Ginn College of Engineering,https://eng.auburn.edu,"Samuel Ginn College of Engineering, https://eng.auburn.edu","Samuel Ginn College of Engineering, https://eng.auburn.edu",,True,True,False,2,"Samuel Ginn College of Engineering, https://eng.auburn.edu",all_valid_same,All 2 valid responses are identical
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,Samuel Ginn College of Engineering,https://eng.auburn.edu,"Samuel Ginn College of Engineering, https://eng.auburn.edu","Samuel Ginn College of Engineering, https://eng.auburn.edu","Samuel Ginn College of Engineering, https://eng.auburn.edu",True,True,True,3,"Samuel Ginn College of Engineering, https://eng.auburn.edu",all_valid_same,All 3 valid responses are identical
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,College of Sciences and Mathematics,https://www.auburn.edu/cosam/,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/","College of Sciences and Mathematics, https://www.auburn.edu/cosam/","College of Sciences and Mathematics, https://www.auburn.edu/cosam/",True,True,True,3,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/",all_valid_same,All 3 valid responses are identical
